protocol_type,service,flag,src_bytes,dst_bytes,class,risk_score,ThreatCategory,Priority,anomaly_pred
tcp,other,S0,0,0,anomaly,13.172089,Informational,P4-Low,0
tcp,telnet,S0,0,0,anomaly,16.744962,Informational,P4-Low,0
tcp,http,SF,305,2019,normal,0.95633,Informational,P4-Low,0
tcp,http,SF,233,1075,normal,22.51582,Informational,P4-Low,0
tcp,private,SH,0,0,anomaly,67.194416,Medium,P2-High,1
tcp,http,SF,349,343,normal,2.210352,Informational,P4-Low,0
tcp,kshell,REJ,0,0,anomaly,39.306133,Low,P3-Medium,0
tcp,http,SF,224,832,normal,1.355484,Informational,P4-Low,0
tcp,ftp_data,SF,567,0,normal,21.280939,Informational,P4-Low,0
tcp,uucp,S0,0,0,anomaly,18.098747,Informational,P4-Low,0
tcp,smtp,SF,1401,494,normal,30.062398,Low,P3-Medium,0
tcp,http,SF,190,365,normal,1.237325,Informational,P4-Low,0
tcp,smtp,SF,1647,326,normal,24.093844,Informational,P4-Low,0
tcp,smtp,SF,15281,1361,normal,21.602786,Informational,P4-Low,0
tcp,http,SF,258,14029,normal,4.990725,Informational,P4-Low,0
tcp,remote_job,S0,0,0,anomaly,14.991259,Informational,P4-Low,0
udp,domain_u,SF,46,46,normal,13.531422,Informational,P4-Low,0
tcp,ftp_data,SF,3888,0,normal,20.124871,Informational,P4-Low,0
tcp,other,REJ,0,0,anomaly,72.468278,Medium,P2-High,1
icmp,ecr_i,SF,520,0,anomaly,30.177357,Low,P3-Medium,0
tcp,http,SF,54540,8314,anomaly,51.324239,Medium,P2-High,1
tcp,http,SF,191,604,normal,6.822286,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,17.049847,Informational,P4-Low,0
udp,domain_u,SF,43,133,normal,13.32718,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,56.256558,Medium,P2-High,1
tcp,klogin,REJ,0,0,anomaly,42.120656,Low,P3-Medium,0
tcp,hostnames,S0,0,0,anomaly,12.997082,Informational,P4-Low,0
tcp,smtp,SF,1996,285,normal,15.075159,Informational,P4-Low,0
udp,private,SF,28,0,anomaly,38.561269,Low,P3-Medium,0
tcp,http,SF,213,1211,normal,11.665933,Informational,P4-Low,0
tcp,http,SF,344,28707,normal,9.495634,Informational,P4-Low,0
tcp,http,SF,290,520,normal,2.290267,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,21.307723,Informational,P4-Low,0
tcp,http,SF,229,175,normal,5.827405,Informational,P4-Low,0
tcp,nnsp,S0,0,0,anomaly,19.790797,Informational,P4-Low,0
tcp,http,SF,247,365,normal,1.620936,Informational,P4-Low,0
tcp,smtp,SF,1323,363,normal,13.758788,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,38.105973,Low,P3-Medium,0
tcp,http,SF,306,1249,normal,0.055787,Informational,P4-Low,0
tcp,http,SF,231,258,normal,2.873926,Informational,P4-Low,0
udp,domain_u,SF,44,77,normal,11.557026,Informational,P4-Low,0
tcp,exec,S0,0,0,anomaly,27.708141,Low,P3-Medium,0
tcp,http,SF,313,2249,normal,0.700356,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,14.832176,Informational,P4-Low,0
tcp,ftp_data,SF,1690,0,normal,19.334079,Informational,P4-Low,0
tcp,ftp_data,SF,1690,0,normal,19.365956,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,73.044005,Medium,P2-High,1
tcp,http,SF,325,12884,normal,7.560228,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,19.435366,Informational,P4-Low,0
tcp,csnet_ns,S0,0,0,anomaly,23.828477,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,54.38274,Medium,P2-High,1
icmp,urp_i,SF,78,0,normal,28.646694,Low,P3-Medium,0
tcp,iso_tsap,S0,0,0,anomaly,17.179273,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,55.31592,Medium,P2-High,1
udp,domain_u,SF,44,127,normal,25.357746,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,14.592522,Informational,P4-Low,0
tcp,ftp_data,S0,0,0,anomaly,21.366725,Informational,P4-Low,0
icmp,eco_i,SF,8,0,anomaly,37.283268,Low,P3-Medium,0
tcp,http,SF,246,692,normal,4.631041,Informational,P4-Low,0
tcp,mtp,S0,0,0,anomaly,19.226887,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,12.485214,Informational,P4-Low,0
tcp,discard,S0,0,0,anomaly,16.704917,Informational,P4-Low,0
tcp,smtp,SF,992,329,normal,14.362451,Informational,P4-Low,0
tcp,http,SF,284,2280,normal,4.683799,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,11.568012,Informational,P4-Low,0
tcp,finger,SF,0,0,anomaly,52.23819,Medium,P2-High,1
tcp,private,S0,0,0,anomaly,16.976997,Informational,P4-Low,0
tcp,ftp_data,SF,14052,0,normal,13.249791,Informational,P4-Low,0
tcp,http,S0,0,0,anomaly,45.824396,Low,P3-Medium,0
tcp,hostnames,S0,0,0,anomaly,18.507457,Informational,P4-Low,0
tcp,telnet,S0,0,0,anomaly,18.786405,Informational,P4-Low,0
udp,domain_u,SF,45,73,normal,18.870159,Informational,P4-Low,0
udp,domain_u,SF,44,126,normal,12.374746,Informational,P4-Low,0
tcp,http,SF,222,235,normal,3.141564,Informational,P4-Low,0
tcp,whois,S0,0,0,anomaly,17.868748,Informational,P4-Low,0
icmp,eco_i,SF,8,0,anomaly,33.682367,Low,P3-Medium,0
udp,domain_u,SF,45,115,normal,50.451044,Medium,P2-High,1
tcp,private,RSTR,0,0,anomaly,71.784199,Medium,P2-High,1
icmp,ecr_i,SF,1032,0,anomaly,30.199707,Low,P3-Medium,0
tcp,private,REJ,0,0,anomaly,40.042635,Low,P3-Medium,0
tcp,http,SF,210,1108,normal,3.200784,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,56.501716,Medium,P2-High,1
tcp,http,SF,306,1041,normal,1.588437,Informational,P4-Low,0
tcp,time,S0,0,0,anomaly,19.243764,Informational,P4-Low,0
tcp,http,SF,235,1384,normal,6.315427,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,54.498356,Medium,P2-High,1
tcp,courier,S0,0,0,anomaly,19.102906,Informational,P4-Low,0
icmp,eco_i,SF,8,0,anomaly,40.437711,Low,P3-Medium,0
tcp,http,SF,284,2358,normal,5.79804,Informational,P4-Low,0
icmp,eco_i,SF,30,0,normal,29.574774,Low,P3-Medium,0
tcp,http,SF,210,1691,normal,0.249183,Informational,P4-Low,0
tcp,http,SF,299,2282,normal,5.198342,Informational,P4-Low,0
tcp,http,SF,193,761,normal,3.954503,Informational,P4-Low,0
udp,domain_u,SF,46,81,normal,20.619154,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,67.907752,Medium,P2-High,1
tcp,smtp,SF,3064,336,normal,17.350828,Informational,P4-Low,0
tcp,ftp_data,SF,63,0,normal,35.723732,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,12.897753,Informational,P4-Low,0
tcp,http,SF,360,3063,normal,3.560493,Informational,P4-Low,0
tcp,smtp,SF,1119,330,normal,26.48218,Low,P3-Medium,0
tcp,smtp,SF,1241,327,normal,24.132446,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,11.999942,Informational,P4-Low,0
tcp,http,SF,292,318,normal,1.715939,Informational,P4-Low,0
tcp,ftp,SF,1233,2449,anomaly,47.979898,Low,P3-Medium,0
tcp,vmnet,S0,0,0,anomaly,16.671275,Informational,P4-Low,0
tcp,http,SF,291,13599,normal,6.861492,Informational,P4-Low,0
tcp,http,SF,231,4848,normal,5.439608,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,14.918164,Informational,P4-Low,0
icmp,eco_i,SF,8,0,anomaly,34.951888,Low,P3-Medium,0
tcp,smtp,SF,1723,334,normal,30.648905,Low,P3-Medium,0
tcp,http,SF,188,2057,normal,1.697483,Informational,P4-Low,0
udp,other,SF,146,105,normal,32.034283,Low,P3-Medium,0
tcp,http,SF,241,1071,normal,2.147653,Informational,P4-Low,0
tcp,time,S0,0,0,anomaly,16.442475,Informational,P4-Low,0
tcp,http,SF,292,4624,normal,2.890265,Informational,P4-Low,0
tcp,ftp_data,S0,0,0,anomaly,29.290831,Low,P3-Medium,0
tcp,whois,S0,0,0,anomaly,18.265309,Informational,P4-Low,0
tcp,http,S0,0,0,normal,44.090911,Low,P3-Medium,0
udp,domain_u,SF,42,42,normal,14.375686,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,60.11496,Medium,P2-High,1
tcp,smtp,SF,703,329,normal,43.25822,Low,P3-Medium,0
tcp,http,SF,228,1382,normal,0.94962,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,38.157734,Low,P3-Medium,0
tcp,http,SF,293,313,normal,2.505499,Informational,P4-Low,0
tcp,imap4,REJ,0,0,anomaly,42.295421,Low,P3-Medium,0
udp,domain_u,SF,36,0,normal,29.79854,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,14.525581,Informational,P4-Low,0
udp,domain_u,SF,33,0,normal,23.213846,Informational,P4-Low,0
tcp,telnet,SF,387,2134,normal,58.086486,Medium,P2-High,1
tcp,ftp_data,SF,1214,0,normal,11.263192,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,14.855389,Informational,P4-Low,0
tcp,http,SF,282,3081,normal,2.296987,Informational,P4-Low,0
tcp,other,REJ,0,0,anomaly,74.268597,Medium,P2-High,1
tcp,http,RSTR,54540,8314,anomaly,57.136025,Medium,P2-High,1
tcp,http,SF,229,4239,normal,4.296145,Informational,P4-Low,0
icmp,ecr_i,SF,520,0,anomaly,50.86736,Medium,P2-High,1
tcp,private,REJ,0,0,anomaly,43.514822,Low,P3-Medium,0
tcp,ftp_data,SF,9198,0,normal,17.640246,Informational,P4-Low,0
tcp,csnet_ns,S0,0,0,anomaly,21.706537,Informational,P4-Low,0
tcp,http,SF,54540,8314,anomaly,63.104259,Medium,P2-High,1
tcp,http,SF,223,6727,normal,8.050606,Informational,P4-Low,0
tcp,http,SF,237,1483,normal,0.93262,Informational,P4-Low,0
tcp,http,SF,317,1660,normal,1.770521,Informational,P4-Low,0
tcp,echo,S0,0,0,anomaly,23.923956,Informational,P4-Low,0
tcp,nnsp,S0,0,0,anomaly,19.032284,Informational,P4-Low,0
tcp,http,SF,236,1973,normal,12.006332,Informational,P4-Low,0
udp,domain_u,SF,33,88,normal,16.004791,Informational,P4-Low,0
tcp,smtp,SF,1266,330,normal,25.225659,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,16.446967,Informational,P4-Low,0
tcp,http,SF,283,4173,normal,5.001968,Informational,P4-Low,0
tcp,http,SF,228,262,normal,0.88644,Informational,P4-Low,0
tcp,http,SF,224,4835,normal,1.357616,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,15.94318,Informational,P4-Low,0
tcp,smtp,SF,4660,370,normal,38.577921,Low,P3-Medium,0
tcp,http,SF,216,1819,normal,0.932819,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,21.059976,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,18.019693,Informational,P4-Low,0
tcp,other,S0,0,0,anomaly,79.444519,Critical,P1-Critical,1
tcp,smtp,SF,1280,333,normal,15.774813,Informational,P4-Low,0
icmp,ecr_i,SF,1032,0,anomaly,49.217163,Low,P3-Medium,1
tcp,http,REJ,0,0,normal,54.490287,Medium,P2-High,1
tcp,http,SF,196,5548,normal,4.404515,Informational,P4-Low,0
tcp,http,SF,304,1368,normal,5.933574,Informational,P4-Low,0
tcp,csnet_ns,S0,0,0,anomaly,17.990061,Informational,P4-Low,0
tcp,link,S0,0,0,anomaly,14.286287,Informational,P4-Low,0
tcp,whois,S0,0,0,anomaly,16.607687,Informational,P4-Low,0
tcp,http,SF,293,313,normal,1.333029,Informational,P4-Low,0
tcp,smtp,SF,8845,332,normal,26.9134,Low,P3-Medium,0
tcp,private,SH,0,0,anomaly,70.641261,Medium,P2-High,1
tcp,http,SF,209,2488,normal,1.726364,Informational,P4-Low,0
tcp,http,SF,196,170,normal,14.229758,Informational,P4-Low,0
tcp,http,SF,334,646,normal,1.560787,Informational,P4-Low,0
tcp,http,SF,255,2170,normal,10.526193,Informational,P4-Low,0
tcp,http,S0,0,0,normal,53.330019,Medium,P2-High,1
tcp,ftp_data,S0,0,0,anomaly,39.509441,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,18.786784,Informational,P4-Low,0
tcp,Z39_50,S0,0,0,anomaly,18.496827,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,58.369083,Medium,P2-High,1
tcp,courier,S0,0,0,anomaly,17.492796,Informational,P4-Low,0
tcp,uucp_path,S0,0,0,anomaly,19.187969,Informational,P4-Low,0
tcp,smtp,SF,999,328,normal,10.158553,Informational,P4-Low,0
udp,domain_u,SF,44,44,normal,12.607628,Informational,P4-Low,0
tcp,http,SF,250,531,normal,0.044685,Informational,P4-Low,0
tcp,http,SF,318,1885,normal,0.357258,Informational,P4-Low,0
udp,other,SF,1,0,anomaly,42.141179,Low,P3-Medium,0
tcp,http,SF,267,261,normal,0.602198,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,13.081183,Informational,P4-Low,0
tcp,http,SF,448,549,normal,11.480586,Informational,P4-Low,0
tcp,echo,S0,0,0,anomaly,18.860481,Informational,P4-Low,0
tcp,Z39_50,S0,0,0,anomaly,23.086553,Informational,P4-Low,0
tcp,login,S0,0,0,anomaly,35.027055,Low,P3-Medium,0
udp,domain_u,SF,43,131,normal,17.26909,Informational,P4-Low,0
icmp,ecr_i,SF,1032,0,anomaly,46.087129,Low,P3-Medium,0
tcp,ldap,REJ,0,0,anomaly,43.230039,Low,P3-Medium,0
tcp,private,REJ,0,0,anomaly,38.695391,Low,P3-Medium,0
udp,domain_u,SF,45,74,normal,18.95097,Informational,P4-Low,0
udp,domain_u,SF,44,133,normal,11.876748,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,17.997794,Informational,P4-Low,0
tcp,courier,S0,0,0,anomaly,23.32629,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,53.428343,Medium,P2-High,1
udp,domain_u,SF,44,80,normal,12.119631,Informational,P4-Low,0
tcp,bgp,S0,0,0,anomaly,19.204781,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,63.292538,Medium,P2-High,1
tcp,private,S0,0,0,anomaly,14.768934,Informational,P4-Low,0
udp,domain_u,SF,46,135,normal,12.148383,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,13.906851,Informational,P4-Low,0
tcp,http,SF,205,8647,normal,7.212698,Informational,P4-Low,0
udp,private,SF,28,0,anomaly,33.122837,Low,P3-Medium,0
icmp,ecr_i,SF,1032,0,anomaly,51.884158,Medium,P2-High,1
udp,domain_u,SF,46,74,normal,23.062853,Informational,P4-Low,0
tcp,ftp_data,S0,0,0,anomaly,15.90654,Informational,P4-Low,0
tcp,smtp,SF,1613,336,normal,12.961878,Informational,P4-Low,0
tcp,ssh,S0,0,0,anomaly,17.719423,Informational,P4-Low,0
tcp,ftp_data,SF,748,0,normal,21.419228,Informational,P4-Low,0
tcp,ftp_data,S0,0,0,anomaly,22.287571,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,17.676294,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,13.173739,Informational,P4-Low,0
tcp,http,SF,321,7886,normal,4.124825,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,23.452452,Informational,P4-Low,0
tcp,ftp_data,S0,0,0,anomaly,53.847735,Medium,P2-High,1
udp,private,SF,1,0,anomaly,38.357974,Low,P3-Medium,0
tcp,link,S0,0,0,anomaly,13.275386,Informational,P4-Low,0
tcp,http,SF,229,900,normal,4.613992,Informational,P4-Low,0
tcp,uucp_path,REJ,0,0,anomaly,47.169761,Low,P3-Medium,0
tcp,ftp_data,SF,4753,0,normal,25.999247,Low,P3-Medium,0
tcp,http,SF,352,1695,normal,0.976331,Informational,P4-Low,0
tcp,http,SF,227,6380,normal,6.372231,Informational,P4-Low,0
tcp,http,SF,288,1812,normal,1.821298,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,12.825786,Informational,P4-Low,0
tcp,nnsp,REJ,0,0,anomaly,40.399421,Low,P3-Medium,0
tcp,bgp,S0,0,0,anomaly,20.238461,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,15.714717,Informational,P4-Low,0
udp,domain_u,SF,45,128,normal,14.291907,Informational,P4-Low,0
tcp,other,REJ,0,0,anomaly,82.660839,Critical,P1-Critical,1
tcp,http,SF,156,307,normal,7.049022,Informational,P4-Low,0
tcp,http,S0,0,0,anomaly,14.470909,Informational,P4-Low,0
tcp,http,SF,224,16904,normal,8.402693,Informational,P4-Low,0
tcp,smtp,SF,584,327,normal,20.589011,Informational,P4-Low,0
tcp,courier,S0,0,0,anomaly,17.788615,Informational,P4-Low,0
tcp,http,SF,265,458,normal,1.411224,Informational,P4-Low,0
tcp,http,SF,243,1322,normal,0.108745,Informational,P4-Low,0
tcp,ftp_data,S0,0,0,anomaly,19.048733,Informational,P4-Low,0
tcp,http,SF,205,1597,normal,2.786456,Informational,P4-Low,0
tcp,telnet,SF,124,11058,normal,29.922634,Low,P3-Medium,0
tcp,discard,S0,0,0,anomaly,18.526477,Informational,P4-Low,0
udp,domain_u,SF,44,81,normal,13.921134,Informational,P4-Low,0
tcp,ldap,S0,0,0,anomaly,12.222875,Informational,P4-Low,0
tcp,http,SF,193,633,normal,5.853636,Informational,P4-Low,0
udp,domain_u,SF,44,126,normal,15.622004,Informational,P4-Low,0
tcp,http,SF,203,657,normal,2.359465,Informational,P4-Low,0
tcp,bgp,S0,0,0,anomaly,21.724795,Informational,P4-Low,0
tcp,http,SF,316,293,normal,7.269131,Informational,P4-Low,0
icmp,ecr_i,SF,1032,0,anomaly,46.922038,Low,P3-Medium,0
icmp,eco_i,SF,8,0,anomaly,36.681007,Low,P3-Medium,0
tcp,ftp,SF,335,1054,normal,32.687237,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,17.198391,Informational,P4-Low,0
tcp,courier,S0,0,0,anomaly,21.979259,Informational,P4-Low,0
tcp,http,SF,224,1155,normal,1.84215,Informational,P4-Low,0
icmp,ecr_i,SF,1032,0,anomaly,20.391842,Informational,P4-Low,0
tcp,discard,S0,0,0,anomaly,22.131928,Informational,P4-Low,0
tcp,http_443,S0,0,0,anomaly,16.563377,Informational,P4-Low,0
udp,domain_u,SF,44,44,normal,15.26782,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,14.780156,Informational,P4-Low,0
udp,domain_u,SF,44,124,normal,11.585979,Informational,P4-Low,0
tcp,http,SF,192,759,normal,3.173049,Informational,P4-Low,0
tcp,http,SF,216,1922,normal,3.654253,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,50.609452,Medium,P2-High,1
tcp,private,S0,0,0,anomaly,13.983038,Informational,P4-Low,0
icmp,ecr_i,SF,1032,0,anomaly,57.588173,Medium,P2-High,1
udp,private,SF,28,0,anomaly,33.791355,Low,P3-Medium,0
tcp,ftp_data,SF,6062,0,normal,14.215535,Informational,P4-Low,0
tcp,ftp_data,SF,192,0,normal,24.09382,Informational,P4-Low,0
tcp,smtp,SF,1564,364,normal,27.753516,Low,P3-Medium,0
tcp,http,SF,318,7939,normal,8.141011,Informational,P4-Low,0
tcp,other,RSTR,1,0,anomaly,65.701004,Medium,P2-High,1
tcp,http,SF,227,5220,normal,8.547296,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,12.523549,Informational,P4-Low,0
icmp,eco_i,SF,30,0,normal,41.461966,Low,P3-Medium,0
udp,private,SF,105,147,normal,31.910242,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,41.409106,Low,P3-Medium,0
tcp,http,SF,209,263,normal,1.607086,Informational,P4-Low,0
tcp,http,SF,352,1100,normal,3.203134,Informational,P4-Low,0
tcp,ldap,S0,0,0,anomaly,12.96137,Informational,P4-Low,0
tcp,http,SF,348,3804,normal,17.19877,Informational,P4-Low,0
tcp,efs,S0,0,0,anomaly,16.784807,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,16.699768,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,70.886057,Medium,P2-High,1
tcp,finger,SF,9,170,normal,22.182484,Informational,P4-Low,0
tcp,kshell,S0,0,0,anomaly,12.523632,Informational,P4-Low,0
tcp,http,SF,187,1364,normal,3.308941,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,36.370815,Low,P3-Medium,0
icmp,eco_i,SF,8,0,anomaly,36.886688,Low,P3-Medium,0
udp,domain_u,SF,43,130,normal,18.184432,Informational,P4-Low,0
tcp,http,SF,210,1888,normal,2.896909,Informational,P4-Low,0
tcp,http,SF,212,2809,normal,4.022624,Informational,P4-Low,0
tcp,http,SF,307,741,normal,6.403115,Informational,P4-Low,0
tcp,http,SF,357,841,normal,1.702764,Informational,P4-Low,0
udp,domain_u,SF,45,45,normal,14.83552,Informational,P4-Low,0
tcp,http,S0,0,0,anomaly,42.4523,Low,P3-Medium,0
tcp,smtp,SF,1883,329,normal,11.531023,Informational,P4-Low,0
tcp,iso_tsap,S0,0,0,anomaly,19.247014,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,36.219122,Low,P3-Medium,0
tcp,http,SF,241,2224,normal,2.854463,Informational,P4-Low,0
tcp,netbios_ns,REJ,0,0,anomaly,40.134509,Low,P3-Medium,0
udp,domain_u,SF,42,75,normal,12.145049,Informational,P4-Low,0
tcp,smtp,SF,2735,327,normal,33.494159,Low,P3-Medium,0
tcp,http,SF,321,2792,normal,1.204492,Informational,P4-Low,0
udp,domain_u,SF,44,133,normal,11.876748,Informational,P4-Low,0
tcp,http,SF,209,5875,normal,15.030322,Informational,P4-Low,0
tcp,http,SF,168,13175,normal,5.342143,Informational,P4-Low,0
udp,private,SF,105,146,normal,24.230585,Informational,P4-Low,0
tcp,http,SF,281,2013,normal,6.552397,Informational,P4-Low,0
udp,other,SF,1,0,anomaly,41.657434,Low,P3-Medium,0
tcp,ftp_data,SF,334,0,anomaly,19.92912,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,13.66906,Informational,P4-Low,0
tcp,http,SF,230,1141,normal,3.381304,Informational,P4-Low,0
tcp,telnet,SF,720,24758,normal,53.978815,Medium,P2-High,1
tcp,http,SF,233,1783,normal,0.552967,Informational,P4-Low,0
tcp,domain,S0,0,0,anomaly,19.878012,Informational,P4-Low,0
tcp,http,SF,54540,8314,anomaly,61.625252,Medium,P2-High,1
icmp,ecr_i,SF,520,0,anomaly,39.951199,Low,P3-Medium,0
tcp,ftp_data,S0,0,0,anomaly,41.753145,Low,P3-Medium,0
tcp,http,SF,332,2734,normal,3.057976,Informational,P4-Low,0
tcp,ftp_data,SF,1690,0,normal,18.194533,Informational,P4-Low,0
tcp,http,SF,329,3433,normal,3.559746,Informational,P4-Low,0
udp,private,SF,28,0,anomaly,37.41425,Low,P3-Medium,0
tcp,http,SF,307,5280,normal,1.654761,Informational,P4-Low,0
udp,domain_u,SF,44,69,normal,21.910093,Informational,P4-Low,0
tcp,smtp,SF,877,335,normal,14.396737,Informational,P4-Low,0
tcp,daytime,RSTO,0,0,anomaly,47.774027,Low,P3-Medium,0
tcp,http,SF,260,301,normal,2.446955,Informational,P4-Low,0
tcp,http,SF,234,6850,normal,4.707808,Informational,P4-Low,0
udp,private,SF,28,0,anomaly,38.10893,Low,P3-Medium,0
tcp,http,SF,283,14568,normal,12.83254,Informational,P4-Low,0
tcp,http,SF,318,2698,normal,10.282717,Informational,P4-Low,0
tcp,finger,S0,0,0,anomaly,29.156215,Low,P3-Medium,0
tcp,private,REJ,0,0,anomaly,54.161991,Medium,P2-High,1
tcp,bgp,S0,0,0,anomaly,22.306284,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,14.17566,Informational,P4-Low,0
tcp,http,SF,220,866,normal,9.689643,Informational,P4-Low,0
tcp,ftp,SF,1240,2449,anomaly,45.199201,Low,P3-Medium,0
udp,private,SF,28,0,anomaly,43.782686,Low,P3-Medium,0
tcp,smtp,SF,670,330,normal,12.653542,Informational,P4-Low,0
tcp,http,S2,236,0,normal,35.184812,Low,P3-Medium,0
icmp,ecr_i,SF,1032,0,anomaly,50.956081,Medium,P2-High,1
tcp,private,S0,0,0,anomaly,16.870741,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,49.397963,Low,P3-Medium,1
tcp,http,SF,234,2698,normal,14.532275,Informational,P4-Low,0
tcp,http,SF,291,406,normal,4.076827,Informational,P4-Low,0
udp,domain_u,SF,43,130,normal,23.399505,Informational,P4-Low,0
udp,private,SF,1,0,anomaly,44.975871,Low,P3-Medium,0
tcp,http,SF,227,2173,normal,0.513937,Informational,P4-Low,0
tcp,http,SF,317,24716,normal,17.415578,Informational,P4-Low,0
tcp,daytime,S0,0,0,anomaly,17.010284,Informational,P4-Low,0
tcp,http,SF,281,17449,normal,9.103759,Informational,P4-Low,0
udp,other,SF,147,105,normal,56.713592,Medium,P2-High,1
tcp,private,S0,0,0,anomaly,23.995366,Informational,P4-Low,0
tcp,Z39_50,S0,0,0,anomaly,21.450583,Informational,P4-Low,0
tcp,http,SF,219,1109,normal,5.941625,Informational,P4-Low,0
tcp,http,SF,328,189,normal,6.204693,Informational,P4-Low,0
tcp,http,S0,0,0,anomaly,36.206703,Low,P3-Medium,0
udp,domain_u,SF,43,43,normal,15.660389,Informational,P4-Low,0
udp,domain_u,SF,42,96,normal,21.352806,Informational,P4-Low,0
tcp,http,SF,319,4509,normal,5.288032,Informational,P4-Low,0
tcp,smtp,SF,1970,401,normal,23.746708,Informational,P4-Low,0
tcp,hostnames,S0,0,0,anomaly,14.443214,Informational,P4-Low,0
tcp,iso_tsap,S0,0,0,anomaly,15.664116,Informational,P4-Low,0
udp,private,SF,28,0,anomaly,42.824129,Low,P3-Medium,0
tcp,http,SF,221,1968,normal,1.943428,Informational,P4-Low,0
udp,domain_u,SF,33,0,normal,19.979271,Informational,P4-Low,0
tcp,supdup,S0,0,0,anomaly,18.758357,Informational,P4-Low,0
tcp,klogin,S0,0,0,anomaly,12.496501,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,37.79107,Low,P3-Medium,0
tcp,ftp_data,SF,501760,0,normal,24.523796,Informational,P4-Low,0
tcp,private,RSTR,0,0,anomaly,55.980096,Medium,P2-High,1
tcp,http,SF,231,480,normal,0.139263,Informational,P4-Low,0
tcp,http,SF,325,3125,normal,6.352688,Informational,P4-Low,0
tcp,http,SF,225,3261,normal,4.674625,Informational,P4-Low,0
tcp,http,SF,312,200,normal,1.47126,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,66.734203,Medium,P2-High,1
tcp,http,SF,159,21375,normal,20.064091,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,39.698408,Low,P3-Medium,0
tcp,http,SF,299,3991,normal,6.947275,Informational,P4-Low,0
udp,domain_u,SF,46,46,normal,11.114929,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,12.329251,Informational,P4-Low,0
tcp,smtp,SF,2621,332,normal,27.777386,Low,P3-Medium,0
tcp,http,SF,334,743,normal,3.345889,Informational,P4-Low,0
tcp,http,SF,200,402,normal,5.614718,Informational,P4-Low,0
tcp,smtp,SF,2157,387,normal,37.688735,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,12.095724,Informational,P4-Low,0
tcp,ftp_data,SF,194,0,normal,18.420556,Informational,P4-Low,0
tcp,auth,S0,0,0,anomaly,24.028233,Informational,P4-Low,0
tcp,http,SF,208,9518,normal,3.461173,Informational,P4-Low,0
tcp,http,SF,148,13023,normal,23.354971,Informational,P4-Low,0
